id,tendencia,explicación,url,media,time,suceso
290,MalvinasArgentinas,Porque hoy es el Día de la Afirmación de los Derechos Argentinos sobre las Islas Malvinas,https://t.co/Nr7ceqdCZ2,https://pbs.twimg.com/media/E3h5NKVWUAU2oYn.jpg,2021-06-10 15:02:06,conmemorativo
291,Marisela,Por un video publicado en TikTok,https://t.co/6nak9cQFQX,https://pbs.twimg.com/ext_tw_video_thumb/1402814143397306369/pu/img/K3NuJbMh_NuG4h94.jpg,2021-06-10 2:26:48,aislado
292,LadyGaga,Por la imitación que hizo Barby Franco en #LaAcademia,https://t.co/KO28bl0ONP,https://pbs.twimg.com/amplify_video_thumb/1402790615881035777/img/Umk4xx6XFhWsNc6p.jpg,2021-06-10 1:01:23,mediático
293,Doja,Porque anunció la lista de canciones de su próximo álbum #PlanetHer,https://t.co/g0m3kPhdE2,https://pbs.twimg.com/media/E3e2sX3WUAQ9Va5.jpg,2021-06-10 0:52:16,artístico
294,Jair,Por el tweet que publicó @jairbolsonaro,https://t.co/UtU3irQN7I,https://pbs.twimg.com/media/E3ex_vVWEA0_UKi.jpg,2021-06-10 0:31:45,político
295,Lorna,Por tweets que publicó @susalorna,https://t.co/Jxn80n8U1A,https://pbs.twimg.com/media/E3elmalWUAIZfos.png,2021-06-09 23:37:35,aislado
296,Susana,Porque informan que dio positivo de #COVID19,https://t.co/7g2jj3aUyv,https://pbs.twimg.com/media/E3ejt7uWYAArADl.jpg,2021-06-09 23:29:22,covid
297,MarkZuckerberg,"Porque se reportan fallas en el funcionamiento de Facebook, Instagram y WhatsApp",https://t.co/1RTAoUe6bn,https://pbs.twimg.com/media/Ew3Ee1lWUAAEJ4x.jpg,2021-06-09 22:46:32,aislado
298,Eladio,Por la nueva #BZRPMusicSessions,https://t.co/qT98bCHLxS,https://pbs.twimg.com/media/E3eReAjX0AEIxNm.jpg,2021-06-09 22:09:38,artístico
299,Djokovic,Porque venció a Matteo Berrettini y enfrentará a Rafael Nadal en semifinales de #RolandGarros,https://t.co/fWVVB1mz9B,https://pbs.twimg.com/media/E3eMw_tXoAAj7dw.jpg,2021-06-09 21:54:35,deportivo
300,Biondini,Por el tweet que publicó @BiondiniAR,https://t.co/n3LNcXz8FA,https://pbs.twimg.com/media/E3d9lmxWUAAFwCM.jpg,2021-06-09 20:42:46,aislado
301,StrangerThings,"Porque Netflix anunció que Amybeth McNulty, Myles Truitt, Regina Ting Chen y Grace Van Dien serán parte de la cuarta temporada",https://t.co/8r9Nb4TwJS,https://pbs.twimg.com/media/E3dce0UWUAImjAK.jpg,2021-06-09 18:18:08,artístico
302,INADI,Por las críticas hacia estas declaraciones de Alberto Fernández,https://t.co/zgIsjZuQUJ,https://pbs.twimg.com/ext_tw_video_thumb/1402686810225008651/pu/img/j_5nY4XNKipz_NQh.jpg,2021-06-09 17:59:47,político
303,Nadal,Porque venció a Diego Schwartzman y avanzó a semifinales de #RolandGarros,https://t.co/VVLMnlbF0q,https://pbs.twimg.com/media/E3dBQpgXwAYx2wj.jpg,2021-06-09 16:19:12,deportivo
304,Battlefield,Por el trailer de #Battlefield2042,https://t.co/Ren1rLEZx1,https://pbs.twimg.com/media/E3ciC5HXMAEIpMo.jpg,2021-06-09 15:38:12,aislado
305,FlorenciaKirchner,Porque informan que se encuentra internada en el Sanatorio Otamendi,https://t.co/Bz1YBwKoMt,https://pbs.twimg.com/media/E3c26r8XoAM-Q6N.jpg,2021-06-09 15:34:01,trágico
306,ElSalvador,Porque aprobó la ley que reconoce al #Bitcoin como moneda de curso legal en el país,https://t.co/UcUPVZ0sGg,https://pbs.twimg.com/media/E3coPALXIAYiOCd.jpg,2021-06-09 14:29:51,político
307,Más30,Por un artículo de Infobae,https://t.co/oZMllEFUfd,https://pbs.twimg.com/media/E3clQA1WUAwvftT.png,2021-06-09 14:16:49,mediático
308,Carnota,Por sus dichos en #MasVoces y la corrección de Ignacio Previgliano,https://t.co/3veLG72PIN,https://pbs.twimg.com/ext_tw_video_thumb/1402627766089138176/pu/img/55ktUP9nVCEFmRxV.jpg,2021-06-09 14:05:50,mediático
309,Wolverine,Por el tweet que publicó @todonoticias,https://t.co/zFCc9eCEPH,https://pbs.twimg.com/media/E3cg58bWUAMyivn.jpg,2021-06-09 13:57:50,aislado
310,FernandaVallejos,Por el tweet que publicó,https://t.co/ml3fSRdQMS,https://pbs.twimg.com/media/E3cguraX0AQ_865.png,2021-06-09 13:57:04,aislado
311,Loki,Por el estreno de su primer episodio en #DisneyPlus,https://t.co/473TOlo4bD,https://pbs.twimg.com/media/E3cgm3pXIAYD1il.jpg,2021-06-09 13:56:32,artístico
312,NicolásColazo,Porque regresó a Gimnasia,https://t.co/cGBDPr0X5B,https://pbs.twimg.com/media/E3Y1nMqXEAY9q_J.jpg,2021-06-08 20:49:49,deportivo
313,Saúl,Por tweets que publicaron @V_deVanesa y @saul4913,https://t.co/JOWlGnua5u,https://pbs.twimg.com/media/E3YjzxeXwAErYeP.jpg,2021-06-08 19:32:02,aislado
314,ChinoMaidana,Porque respondió a la propuesta que le hizo Yao Cabrera para pelear contra él,https://t.co/ALbUkCXIH8,https://pbs.twimg.com/ext_tw_video_thumb/1402326370768896000/pu/img/V9igRNfAS84A6VVH.jpg,2021-06-08 18:07:24,aislado
315,LorenaMaciel,Por su cruce con Alfredo López en #TNde10a13,https://t.co/q8NQ17lLCs,https://pbs.twimg.com/ext_tw_video_thumb/1402322534146641935/pu/img/AEjpYDwpVP2ApMwp.jpg,2021-06-08 17:53:10,mediático
316,EnzoKalinski,Porque es nuevo jugador de Argentinos Juniors,https://t.co/1Q5EapIoIO,https://pbs.twimg.com/media/E3YDWuyX0AUZPpw.jpg,2021-06-08 17:10:15,deportivo
317,Sub23,Porque la Selección Argentina venció a Dinamarca en un partido amistoso,https://t.co/P8Ek6Ww5kN,https://pbs.twimg.com/media/E3X_073XwAMP4ho.jpg,2021-06-08 16:54:50,deportivo
318,Negri,Por el tweet que publicó @marioraulnegri,https://t.co/JK20NGzdni,https://pbs.twimg.com/media/E3X_R2gX0AAKsSo.jpg,2021-06-08 16:52:26,político
319,NicolásVaquer,Por sus declaraciones sobre la negociación de Pfizer con Argentina,https://t.co/B2opyJgmKa,https://pbs.twimg.com/ext_tw_video_thumb/1402306776859557896/pu/img/PMa0txRdsGpcoeHt.jpg,2021-06-08 16:49:40,covid
320,Delpo,Por el video que publicó @delpotrojuan,https://t.co/9V56hjaShZ,https://pbs.twimg.com/ext_tw_video_thumb/1402283078207389704/pu/img/U3iSlOdsPWjYEOc4.jpg,2021-06-08 15:44:12,deportivo
321,JavierMascherano,Porque cumple 37 años,https://t.co/75j5Q575N4,https://pbs.twimg.com/media/E3XhDifWQAIbxtI.jpg,2021-06-08 14:40:23,conmemorativo
322,IndioSolari,Por sus declaraciones en #PlegariasAtendidas,https://t.co/8AKVC5eGqt,https://pbs.twimg.com/media/E3XfiRGWEA0SCAe.jpg,2021-06-08 14:33:46,mediático
323,Fastly,Porque las fallas en su servicio provocaron la caída de sitios web a nivel mundial,https://t.co/wyGYLb3YYT,https://pbs.twimg.com/media/E3XdTrtXEAoT-my.jpg,2021-06-08 14:24:01,aislado
324,Macron,Por el golpe que recibió durante su visita a Tain-l'Hermitage,https://t.co/azegQ2Ok4p,https://pbs.twimg.com/ext_tw_video_thumb/1402262936886943746/pu/img/gu13h8RrQH9lFIz8.jpg,2021-06-08 13:56:01,político
325,Nicaragua,Por las declaraciones de Patricia Bullrich en #DesdeElLlano,https://t.co/VG9djWsN3I,https://pbs.twimg.com/media/E3U_rwvXwAEx4v_.jpg,2021-06-08 2:55:21,mediático
326,Nets,Por su victoria ante Milwaukee Bucks en el #Juego2 de los #NBAPlayoffs,https://t.co/BCZ7yuySb8,https://pbs.twimg.com/media/E3U0wZtWYAM2ict.jpg,2021-06-08 2:07:36,deportivo
327,Ofelia,Porque contó que recibió la vacuna contra el #COVID19,https://t.co/C2uvCIhkNI,https://pbs.twimg.com/media/E3U0o_tXwAA93-u.jpg,2021-06-08 2:07:06,covid
328,Pampita,Por su cruce con Charlotte Caniggia en #Showmatch,https://t.co/nqztUQistW,https://pbs.twimg.com/ext_tw_video_thumb/1402078848284508161/pu/img/23Bk-gkyPNeClDaR.jpg,2021-06-08 1:50:38,mediático
329,Quilmes,Por su anuncio para la #CopaAmerica,https://t.co/M6qRM1u8kp,https://pbs.twimg.com/media/E3Tf116WUAQk2OO.jpg,2021-06-07 22:02:52,deportivo
330,YaoCabrera,Porque propuso una pelea contra el Chino Maidana y aseguró que si pierde se va de Argentina para siempre,https://t.co/vDPKGLfOFN,https://pbs.twimg.com/media/E3Tv1WBWQAQJYgL.jpg,2021-06-07 21:06:29,aislado
331,TENGOPAPÁ,Por un video publicado en TikTok,https://t.co/Guqq18zzFy,https://pbs.twimg.com/media/E3TvoIcXIAArGBJ.jpg,2021-06-07 21:05:34,aislado
332,Lorde,Por el anuncio de #SolarPower en su página web,https://t.co/G28uIFiOaq,https://images.squarespace-cdn.com/content/v1/58b1faf01b631bccf54e27dc/1624296941292-AIFOV3Q4ER0ARAXDD2EA/ke17ZwdGBToddI8pDm48kFfJYLfh_hCmqiPfKFl-J4R7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTkxPQvmZjuSqecBqqki28RKJJ0en-9j-xhZ-qiy4Vp9_Q/FINALLorde_SolarPowerTour_Announce-%281%29.jpg?format=1500w,2021-06-07 21:04:59,artístico
333,Nadal,Porque derrotó a Jannik Sinner y enfrentará a Diego Schwartzman en los cuartos de #RolandGarros,https://t.co/oilp2u98fZ,https://pbs.twimg.com/media/E3TC8XRWYAA174-.jpg,2021-06-07 17:50:21,deportivo
334,MoraGodoy,Por sus declaraciones en #VivianaConVos,https://t.co/JwnI6R8A7S,https://pbs.twimg.com/ext_tw_video_thumb/1401952353700528130/pu/img/gjpfK_p4EFhanHxb.jpg,2021-06-07 17:22:07,mediático
335,ShadowBone,Porque Netflix anunció que tendrá una segunda temporada,https://t.co/XGq0lBhsfW,https://pbs.twimg.com/media/E3S2cJnX0AEkWc7.jpg,2021-06-07 16:55:43,artístico
336,Misiones,Por las elecciones legislativas en esa provincia,https://t.co/dZV7qW6Isu,https://pbs.twimg.com/media/E3SOz5iXwAI_6VY.png,2021-06-07 14:02:34,político
337,Peque,Porque Diego Schwartzman venció a Jan-Lennard Struff y avanzó a cuartos de #RolandGarros,https://t.co/GQIpFELbkX,https://pbs.twimg.com/media/E3SMCxAXEAQAbaF.jpg,2021-06-07 13:50:29,deportivo
338,EduardoDuhalde,Por sus declaraciones en #PuntoCero,https://t.co/t8lSsl8A9P,https://pbs.twimg.com/ext_tw_video_thumb/1401894999101480969/pu/img/uU45M6SthhdOBGRE.jpg,2021-06-07 13:33:45,político
339,LaAyres,Porque hoy es el #DiaDelPeriodista en conmemoración de su primera publicación,https://t.co/s9ab9awe8X,https://pbs.twimg.com/media/E3SIII9WEAMmdjO.jpg,2021-06-07 13:33:22,conmemorativo
340,Mayweather,Porque se enfrentó a Logan Paul en una pelea de exhibición,https://t.co/8WNFg5xaeE,https://pbs.twimg.com/media/E3P_pIvWUAEE39Y.jpg,2021-06-07 3:37:05,deportivo
341,Acción,Por el regreso de #PoliciasEnAcción,https://t.co/Tb7z0eTZLm,https://pbs.twimg.com/amplify_video_thumb/1401723289865756674/img/Qjx499GdPSZT4bmk.jpg,2021-06-07 2:13:57,mediático
342,Alario,Porque informan que River pretende su regreso,https://t.co/Q2WmPjwnKb,https://pbs.twimg.com/media/E3Pp81YXwA8lecZ.jpg,2021-06-07 2:02:17,deportivo
343,Lanata,Por el estreno de #PPT10Años en El Trece,https://t.co/QnOLYlVuy9,https://pbs.twimg.com/media/E3Pp28oXoAwLrt1.jpg,2021-06-07 2:01:53,mediático
344,EladioCarrion,Por su participación en la próxima #BZRPMusicSessions,https://t.co/PBqKHze0U2,https://pbs.twimg.com/ext_tw_video_thumb/1401691393089748993/pu/img/5-llrTuhYzMeNvE7.jpg,2021-06-07 0:35:53,artístico
345,Clippers,Porque vencieron a Dallas Mavericks y avanzaron a semifinales de conferencia en los #NBAPlayoffs,https://t.co/tTmd2yepNR,https://pbs.twimg.com/media/E3O3R9tXoAEW6XI.jpg,2021-06-06 22:20:55,deportivo
346,LaAFA,Porque confirmó la participación de la Selección Argentina en la #CopaAmerica,https://t.co/dUN0u3QrS0,https://pbs.twimg.com/media/E3N3RFbWYAQrgJp.jpg,2021-06-06 17:41:14,deportivo
347,Enamorada,Por las respuestas a un tweet de @v1nidiesel_,https://t.co/5mqy2BlQb2,https://pbs.twimg.com/media/E3LzKSsXMAAt8Dv?format=jpg&name=small,2021-06-06 17:40:51,aislado
348,FrancoArmani,Porque no viajará a Colombia con la Selección Argentina debido a que continúa dando positivo de #COVID19,https://t.co/SFlS3sVWzz,https://pbs.twimg.com/media/E3NzFW5WUAMRAfs.jpg,2021-06-06 17:22:57,covid
349,Meghan,"Porque ella y el príncipe Harry anunciaron el nacimiento de su hija, Lilibet Diana Mountbatten-Windsor",https://t.co/hi82TxcyXT,https://pbs.twimg.com/media/E3NydcFXoAcA2sZ.jpg,2021-06-06 17:20:14,aislado
350,RolandGarros,Porque Roger Federer anunció que se retira de su edición 2021,https://t.co/URp0LbQm7a,https://pbs.twimg.com/media/E3NYrBaWYAsuUx-.jpg,2021-06-06 15:27:34,deportivo
351,Checo,Porque Sergio Pérez ganó el #AzerbaijanGP de la #F1,https://t.co/t59BxjZSil,https://pbs.twimg.com/media/E3NJRuhXEAIIsuc.jpg,2021-06-06 14:20:18,deportivo
352,GraciasMuñeco,Porque se cumplen 7 años desde que Marcelo Gallardo asumió como director técnico de River,https://t.co/DZ2FmJvLss,https://pbs.twimg.com/media/E3NE28CWQAQ8-Qv.jpg,2021-06-06 14:00:59,conmemorativo
353,Normandía,Porque se cumplen 77 años desde el desembarco de Normandía durante la Segunda Guerra Mundial,https://t.co/4HATQEAIlq,https://pbs.twimg.com/media/E3NEES7WYAMz0c-.jpg,2021-06-06 13:57:32,conmemorativo
354,Ponzinibbio,Porque derrotó a Miguel Baeza en #UFCVegas28,https://t.co/dMr6lXUlUb,https://pbs.twimg.com/media/E3KT8FeWEAUD-Td.jpg,2021-06-06 1:08:01,deportivo
355,Harden,Porque se retiró lesionado del partido de Brooklyn Nets ante Milwaukee Bucks en los #NBAPlayoffs,https://t.co/0KpCccNu2I,https://pbs.twimg.com/media/E3KITNDWEAU9bsZ.jpg,2021-06-06 0:17:10,deportivo
356,Roger,Porque venció a Dominik Koepfer y avanzó a octavos de #RolandGarros,https://t.co/UYfMhsjgAO,https://pbs.twimg.com/media/E3Jzr-SXMAMYUzx.jpg,2021-06-05 22:47:06,deportivo
357,ElSalvador,Porque su presidente anunció que enviará un proyecto de ley al Congreso para convertir al #Bitcoin en moneda de curso legal,https://t.co/gPEtgMu0Vw,https://pbs.twimg.com/media/EpXclOrW8AEFqgJ.jpg,2021-06-05 21:19:23,político
358,Zaina,Porque ascendió a #FMSArgentina,https://t.co/4uNbPnw3Nz,https://pbs.twimg.com/media/E3JbtBOXwAMpCzg.jpg,2021-06-05 21:02:19,deportivo
359,KateWinslet,Por un artículo de El País,https://t.co/9R6hbpWgAL,https://pbs.twimg.com/media/E3JOr5DXEAITq4C.png,2021-06-05 20:05:27,mediático
360,TeenWolf,Porque se cumplen 10 años desde su estreno,https://t.co/XWgmgud0U1,https://pbs.twimg.com/media/E3IM7rJXoAE1nrS.jpg,2021-06-05 15:18:10,conmemorativo
361,Leclerc,Porque consiguió la pole position en el #AzerbaijanGP,https://t.co/mBStZ35imq,https://pbs.twimg.com/media/E3IJbtlXMAIFn-A.jpg,2021-06-05 15:02:53,deportivo
362,MarthaArgerich,Porque cumple 80 años,https://t.co/EZGrXgMpQn,https://pbs.twimg.com/media/E3IJQFTWQAMrprc.jpg,2021-06-05 15:02:05,conmemorativo
363,Colón,Porque venció a Racing y se consagró campeón de la #CopaDeLaLiga,https://t.co/xjZHv8iNKV,https://pbs.twimg.com/media/E3E6hT2XwAA8K2U.jpg,2021-06-05 0:00:43,deportivo
364,Pitana,Por cómo retiró de la cancha a Christian Bernardi en la final de la #CopaDeLaLiga,https://t.co/uk8NhDqUK3,https://pbs.twimg.com/amplify_video_thumb/1400961711734206467/img/Czl4gUkN9w_a4yMc.jpg,2021-06-04 23:54:03,deportivo
365,NacimosBoca,Por la frase de Carlos Tevez en su despedida del club,https://t.co/5RcflHFp6k,https://pbs.twimg.com/ext_tw_video_thumb/1400940539076354050/pu/img/wSNwam5pKXesi2us.jpg,2021-06-04 22:20:44,deportivo
366,AngelaTorres,Porque cantó el Himno Nacional en la final de la #CopaDeLaLiga,https://t.co/RgwBu9VNb5,https://pbs.twimg.com/media/E3Eg4lZXoAMFy3-.jpg,2021-06-04 22:11:12,artístico
367,Apache,Porque Carlos Tevez anunció su salida de Boca,https://t.co/TGS11RPvJE,https://pbs.twimg.com/media/E3EbYQ6WEAYAXqb.jpg,2021-06-04 21:42:48,deportivo
368,Pergolini,Por la historia que publicó en Instagram,https://t.co/gKQV76sR4J,https://pbs.twimg.com/media/E3ESN3CXwAsdzud.jpg,2021-06-04 21:02:46,aislado
369,Florencio,Por el tweet que publicó @RandazzoF,https://t.co/Y1hFgCTn0C,https://pbs.twimg.com/media/E3DyVTqXwAAA558.jpg,2021-06-04 18:43:28,político
370,Putin,Porque él y Alberto Fernández anunciaron el inicio de la producción de la vacuna #SputnikV en Argentina,https://t.co/Xx9gie7gVo,https://pbs.twimg.com/media/E3Dx5e-XEAILO1W.jpg,2021-06-04 18:41:34,covid
371,AngelinaJolie,Porque cumple 46 años,https://t.co/c1jekAq7lN,https://pbs.twimg.com/media/E3DEQNlWQAE0NUe.jpg,2021-06-04 15:22:09,conmemorativo
372,Covaxin,Porque la Provincia de Buenos Aires anunció un acuerdo para obtener esa vacuna contra el #COVID19,https://t.co/OLYMg02vnT,https://pbs.twimg.com/ext_tw_video_thumb/1400835032021864450/pu/img/3MEy4-9Ovux4kWWG.jpg,2021-06-04 15:21:47,covid
373,BadBunny,Por su nueva canción #Yonaguni,https://t.co/DEM5wkJx3b,https://pbs.twimg.com/media/E3C_gvoXMAMg0ra.jpg,2021-06-04 15:01:26,artístico
374,Hace75,Porque se cumplen 75 años desde que Juan Domingo Perón asumió su primera presidencia,https://t.co/W8ALPyz1Gq,https://pbs.twimg.com/media/E3C-wZXX0AMVicq.jpg,2021-06-04 14:58:08,conmemorativo
375,CrisMorena,Por su comentario hacia Jey Mammon en #LosMammones,https://t.co/7V2y214EZN,https://pbs.twimg.com/ext_tw_video_thumb/1400826704000602113/pu/img/Ivka-lIOA2db6lXN.jpg,2021-06-04 14:49:11,mediático
